(Input Var1)DCOL-1 - Condenser_Specification_Value,Input Var2)DCOL-1 - Reboiler_Specification_Value,(Output Var1)Distillate - Molar Fraction (Liquid 1) / Benzene (),(Output Var2)Bottoms - Molar Fraction (Liquid 1) / Benzene (),(Output Var3)QC - Energy Flow (kW),(Output Var4)QR - Energy Flow (kW),Input Var3)Feed - Molar Fraction (Vapor) (),Input Var4)DCOL-1 - Stage_Temperature_1 (K),Input Var5)DCOL-1 - Stage_Temperature_20 (K)
1.5,3,0.71781,2.27E-09,412.535,574.198,0,362.41,411.774
1.5,3.13793,0.728728,2.61E-09,412.535,574.198,0,361.995,411.769
1.5,3.27586,0.740247,3.02E-09,412.535,574.198,0,361.567,411.763
1.5,3.41379,0.75239,3.49E-09,412.535,574.198,0,361.126,411.757
1.5,3.55172,0.764724,4.07E-09,412.535,574.198,0,360.677,411.751
1.5,3.68966,0.777729,4.75E-09,412.535,574.198,0,360.214,411.743
1.5,3.82759,0.777729,4.75E-09,412.535,574.198,0,360.214,411.743
1.5,3.96552,0.777729,4.75E-09,412.535,574.198,0,360.214,411.743
1.5,4.10345,0.777729,4.75E-09,412.535,574.198,0,360.214,411.743
1.5,4.24138,0.777729,4.75E-09,412.535,574.198,0,360.214,411.743
1.5,4.37931,0.777729,4.75E-09,412.535,574.198,0,360.214,411.743
1.5,4.51724,0.777729,4.75E-09,412.535,574.198,0,360.214,411.743
1.5,4.65517,0.777729,4.75E-09,412.535,574.198,0,360.214,411.743
1.5,4.7931,0.777729,4.75E-09,412.535,574.198,0,360.214,411.743
1.5,4.93103,0.777729,4.75E-09,412.535,574.198,0,360.214,411.743
1.5,5.06897,0.777729,4.75E-09,412.535,574.198,0,360.214,411.743
1.5,5.2069,0.777729,4.75E-09,412.535,574.198,0,360.214,411.743
1.5,5.34483,0.777729,4.75E-09,412.535,574.198,0,360.214,411.743
1.5,5.48276,1,0.0102642,413.863,575.832,0,353.317,362.822
1.5,5.62069,1,0.0345678,403.234,562.843,0,353.317,362.899
1.5,5.75862,1,0.0576987,392.605,550.08,0,353.317,362.981
1.5,5.89655,1,0.0796258,381.975,537.524,0,353.317,363.062
1.5,6.03448,1,0.100779,371.346,525.12,0,353.317,363.149
1.5,6.17241,1,0.120729,360.717,512.89,0,353.317,363.233
1.5,6.31034,1,0.140083,350.087,500.775,0,353.317,363.322
1.5,6.44828,1,0.158485,339.458,488.787,0,353.317,363.411
1.5,6.58621,1,0.175955,328.829,476.913,0,353.317,363.498
1.5,6.72414,1,0.192893,318.199,465.126,0,353.317,363.589
1.5,6.86207,1,0.209237,307.57,453.422,0,353.317,363.682
1.5,7,1,0.22475,296.941,441.794,0,353.317,363.777
1.65517,3,0.720203,1.93E-09,296.941,441.794,0,362.319,411.782
1.65517,3.13793,0.731263,2.22E-09,296.941,441.794,0,361.904,411.777
1.65517,3.27586,0.742608,2.55E-09,296.941,441.794,0,361.481,411.772
1.65517,3.41379,0.754692,2.94E-09,296.941,441.794,0,361.042,411.767
1.65517,3.55172,0.767115,3.40E-09,296.941,441.794,0,360.594,411.761
1.65517,3.68966,0.780081,3.96E-09,296.941,441.794,0,360.134,411.755
1.65517,3.82759,0.780081,3.96E-09,296.941,441.794,0,360.134,411.755
1.65517,3.96552,0.780081,3.96E-09,296.941,441.794,0,360.134,411.755
1.65517,4.10345,0.780081,3.96E-09,296.941,441.794,0,360.134,411.755
1.65517,4.24138,0.780081,3.96E-09,296.941,441.794,0,360.134,411.755
1.65517,4.37931,0.780081,3.96E-09,296.941,441.794,0,360.134,411.755
1.65517,4.51724,0.780081,3.96E-09,296.941,441.794,0,360.134,411.755
1.65517,4.65517,0.780081,3.96E-09,296.941,441.794,0,360.134,411.755
1.65517,4.7931,0.780081,3.96E-09,296.941,441.794,0,360.134,411.755
1.65517,4.93103,0.780081,3.96E-09,296.941,441.794,0,360.134,411.755
1.65517,5.06897,0.780081,3.96E-09,296.941,441.794,0,360.134,411.755
1.65517,5.2069,0.780081,3.96E-09,296.941,441.794,0,360.134,411.755
1.65517,5.34483,0.780081,3.96E-09,296.941,441.794,0,360.134,411.755
1.65517,5.48276,1,0.0102392,439.552,601.524,0,353.317,362.418
1.65517,5.62069,1,0.0344631,428.262,587.882,0,353.317,362.499
1.65517,5.75862,1,0.0576782,416.973,574.448,0,353.317,362.587
1.65517,5.89655,1,0.0796283,405.684,561.233,0,353.317,362.672
1.65517,6.03448,1,0.100758,394.395,548.172,0,353.317,362.764
1.65517,6.17241,1,0.120717,383.106,535.281,0,353.317,362.853
1.65517,6.31034,1,0.140065,371.817,522.507,0,353.317,362.946
1.65517,6.44828,1,0.158302,360.528,509.866,0,353.317,363.04
1.65517,6.58621,1,0.175963,349.239,497.325,0,353.317,363.134
1.65517,6.72414,1,0.192835,337.95,484.876,0,353.317,363.232
1.65517,6.86207,1,0.209073,326.661,472.516,0,353.317,363.329
1.65517,7,1,0.22482,315.372,460.225,0,353.317,363.43
1.81034,3,0.722551,1.67E-09,315.372,460.225,0,362.229,411.788
1.81034,3.13793,0.733509,1.90E-09,315.372,460.225,0,361.817,411.784
1.81034,3.27586,0.744935,2.18E-09,315.372,460.225,0,361.394,411.78
1.81034,3.41379,0.756999,2.51E-09,315.372,460.225,0,360.958,411.776
1.81034,3.55172,0.769236,2.89E-09,315.372,460.225,0,360.515,411.77
1.81034,3.68966,0.782126,3.35E-09,315.372,460.225,0,360.058,411.765
1.81034,3.82759,0.782126,3.35E-09,315.372,460.225,0,360.058,411.765
1.81034,3.96552,0.782126,3.35E-09,315.372,460.225,0,360.058,411.765
1.81034,4.10345,0.782126,3.35E-09,315.372,460.225,0,360.058,411.765
1.81034,4.24138,0.782126,3.35E-09,315.372,460.225,0,360.058,411.765
1.81034,4.37931,0.782126,3.35E-09,315.372,460.225,0,360.058,411.765
1.81034,4.51724,0.782126,3.35E-09,315.372,460.225,0,360.058,411.765
1.81034,4.65517,0.782126,3.35E-09,315.372,460.225,0,360.058,411.765
1.81034,4.7931,0.782126,3.35E-09,315.372,460.225,0,360.058,411.765
1.81034,4.93103,0.782126,3.35E-09,315.372,460.225,0,360.058,411.765
1.81034,5.06897,0.782126,3.35E-09,315.372,460.225,0,360.058,411.765
1.81034,5.2069,0.782126,3.35E-09,315.372,460.225,0,360.058,411.765
1.81034,5.34483,0.782126,3.35E-09,315.372,460.225,0,360.058,411.765
1.81034,5.48276,1,0.0101185,465.24,627.227,0,353.317,362.046
1.81034,5.62069,1,0.034511,453.291,612.905,0,353.317,362.134
1.81034,5.75862,1,0.0575206,441.342,598.835,0,353.317,362.22
1.81034,5.89655,1,0.0797146,429.393,584.935,0,353.317,362.314
1.81034,6.03448,1,0.100645,417.444,571.232,0,353.317,362.404
1.81034,6.17241,1,0.120853,405.495,557.663,0,353.317,362.501
1.81034,6.31034,1,0.140069,393.547,544.237,0,353.317,362.597
1.81034,6.44828,1,0.158468,381.598,530.93,0,353.317,362.695
1.81034,6.58621,1,0.17605,369.649,517.729,0,353.317,362.796
1.81034,6.72414,1,0.193031,357.7,504.623,0,353.317,362.897
1.81034,6.86207,1,0.209123,345.751,491.607,0,353.317,362.998
1.81034,7,1,0.224768,333.802,478.656,0,353.317,363.106
1.96552,3,0.738868,2.15E-09,333.802,478.656,0,361.618,411.788
1.96552,3.13793,0.735991,1.65E-09,333.802,478.656,0,361.727,411.791
1.96552,3.27586,0.747361,1.89E-09,333.802,478.656,0,361.307,411.787
1.96552,3.41379,0.759355,2.16E-09,333.802,478.656,0,360.874,411.783
1.96552,3.55172,0.771692,2.48E-09,333.802,478.656,0,360.431,411.778
1.96552,3.68966,0.784371,2.86E-09,333.802,478.656,0,359.979,411.773
1.96552,3.82759,0.784371,2.86E-09,333.802,478.656,0,359.979,411.773
1.96552,3.96552,0.784371,2.86E-09,333.802,478.656,0,359.979,411.773
1.96552,4.10345,0.784371,2.86E-09,333.802,478.656,0,359.979,411.773
1.96552,4.24138,0.784371,2.86E-09,333.802,478.656,0,359.979,411.773
1.96552,4.37931,0.784371,2.86E-09,333.802,478.656,0,359.979,411.773
1.96552,4.51724,0.784371,2.86E-09,333.802,478.656,0,359.979,411.773
1.96552,4.65517,0.784371,2.86E-09,333.802,478.656,0,359.979,411.773
1.96552,4.7931,0.784371,2.86E-09,333.802,478.656,0,359.979,411.773
1.96552,4.93103,0.784371,2.86E-09,333.802,478.656,0,359.979,411.773
1.96552,5.06897,0.784371,2.86E-09,333.802,478.656,0,359.979,411.773
1.96552,5.2069,0.784371,2.86E-09,333.802,478.656,0,359.979,411.773
1.96552,5.34483,0.784371,2.86E-09,333.802,478.656,0,359.979,411.773
1.96552,5.48276,1,0.010145,490.928,652.911,0,353.317,361.705
1.96552,5.62069,1,0.0345167,478.319,637.932,0,353.317,361.794
1.96552,5.75862,1,0.0575257,465.711,623.2,0,353.317,361.884
1.96552,5.89655,1,0.0796809,453.102,608.644,0,353.317,361.98
1.96552,6.03448,1,0.100597,440.493,594.283,0,353.317,362.073
1.96552,6.17241,1,0.120694,427.885,580.061,0,353.317,362.171
1.96552,6.31034,1,0.140069,415.276,565.966,0,353.317,362.272
1.96552,6.44828,1,0.158311,402.668,552.005,0,353.317,362.373
1.96552,6.58621,1,0.175945,390.059,538.146,0,353.317,362.475
1.96552,6.72414,1,0.192911,377.45,524.379,0,353.317,362.584
1.96552,6.86207,1,0.20901,364.842,510.701,0,353.317,362.69
1.96552,7,1,0.224755,352.233,497.092,0,353.317,362.801
2.12069,3,0.742452,1.89E-09,352.233,497.092,0,361.49,411.793
2.12069,3.13793,0.738264,1.45E-09,352.233,497.092,0,361.64,411.796
2.12069,3.27586,0.749743,1.65E-09,352.233,497.092,0,361.22,411.792
2.12069,3.41379,0.76154,1.89E-09,352.233,497.092,0,360.791,411.789
2.12069,3.55172,0.774023,2.16E-09,352.233,497.092,0,360.349,411.785
2.12069,3.68966,0.786836,2.48E-09,352.233,497.092,0,359.897,411.78
2.12069,3.82759,0.800185,2.86E-09,352.233,497.092,0,359.433,411.775
2.12069,3.96552,0.800185,2.86E-09,352.233,497.092,0,359.433,411.775
2.12069,4.10345,0.800185,2.86E-09,352.233,497.092,0,359.433,411.775
2.12069,4.24138,0.800185,2.86E-09,352.233,497.092,0,359.433,411.775
2.12069,4.37931,0.800185,2.86E-09,352.233,497.092,0,359.433,411.775
2.12069,4.51724,0.800185,2.86E-09,352.233,497.092,0,359.433,411.775
2.12069,4.65517,0.800185,2.86E-09,352.233,497.092,0,359.433,411.775
2.12069,4.7931,0.800185,2.86E-09,352.233,497.092,0,359.433,411.775
2.12069,4.93103,0.800185,2.86E-09,352.233,497.092,0,359.433,411.775
2.12069,5.06897,0.800185,2.86E-09,352.233,497.092,0,359.433,411.775
2.12069,5.2069,0.800185,2.86E-09,352.233,497.092,0,359.433,411.775
2.12069,5.34483,0.800185,2.86E-09,352.233,497.092,0,359.433,411.775
2.12069,5.48276,1,0.0101604,516.616,678.597,0,353.317,361.388
2.12069,5.62069,1,0.0344037,503.347,662.973,0,353.317,361.477
2.12069,5.75862,1,0.0576657,490.079,647.557,0,353.317,361.573
2.12069,5.89655,1,0.0795521,476.811,632.366,0,353.317,361.666
2.12069,6.03448,1,0.100589,463.542,617.331,0,353.317,361.764
2.12069,6.17241,1,0.120729,450.274,602.45,0,353.317,361.864
2.12069,6.31034,1,0.139972,437.006,587.703,0,353.317,361.97
2.12069,6.44828,1,0.15829,423.737,573.085,0,353.317,362.071
2.12069,6.58621,1,0.175965,410.469,558.556,0,353.317,362.181
2.12069,6.72414,1,0.192875,397.201,544.135,0,353.317,362.286
2.12069,6.86207,1,0.209135,383.932,529.787,0,353.317,362.401
2.12069,7,1,0.224642,370.664,515.528,0,353.317,362.511
2.27586,3,0.74573,1.68E-09,370.664,515.528,0,361.368,411.798
2.27586,3.13793,0.756051,1.91E-09,370.664,515.528,0,360.989,411.795
2.27586,3.27586,0.752242,1.46E-09,370.664,515.528,0,361.132,411.797
2.27586,3.41379,0.7639,1.66E-09,370.664,515.528,0,360.706,411.794
2.27586,3.55172,0.776259,1.89E-09,370.664,515.528,0,360.268,411.79
2.27586,3.68966,0.788955,2.17E-09,370.664,515.528,0,359.819,411.786
2.27586,3.82759,0.802262,2.49E-09,370.664,515.528,0,359.358,411.782
2.27586,3.96552,0.802262,2.49E-09,370.664,515.528,0,359.358,411.782
2.27586,4.10345,0.802262,2.49E-09,370.664,515.528,0,359.358,411.782
2.27586,4.24138,0.802262,2.49E-09,370.664,515.528,0,359.358,411.782
2.27586,4.37931,0.802262,2.49E-09,370.664,515.528,0,359.358,411.782
2.27586,4.51724,0.802262,2.49E-09,370.664,515.528,0,359.358,411.782
2.27586,4.65517,0.802262,2.49E-09,370.664,515.528,0,359.358,411.782
2.27586,4.7931,0.802262,2.49E-09,370.664,515.528,0,359.358,411.782
2.27586,4.93103,0.802262,2.49E-09,370.664,515.528,0,359.358,411.782
2.27586,5.06897,0.802262,2.49E-09,370.664,515.528,0,359.358,411.782
2.27586,5.2069,0.802262,2.49E-09,370.664,515.528,0,359.358,411.782
2.27586,5.34483,0.802262,2.49E-09,370.664,515.528,0,359.358,411.782
2.27586,5.48276,1,0.0102434,542.304,704.275,0,353.317,361.096
2.27586,5.62069,1,0.0345153,528.376,687.99,0,353.317,361.186
2.27586,5.75862,1,0.0575362,514.448,671.938,0,353.317,361.279
2.27586,5.89655,1,0.0794537,500.52,656.088,0,353.317,361.377
2.27586,6.03448,1,0.100542,486.591,640.391,0,353.317,361.477
2.27586,6.17241,1,0.120744,472.663,624.841,0,353.317,361.58
2.27586,6.31034,1,0.139824,458.735,609.443,0,353.317,361.683
2.27586,6.44828,1,0.158388,444.807,594.146,0,353.317,361.792
2.27586,6.58621,1,0.176025,430.879,578.967,0,353.317,361.9
2.27586,6.72414,1,0.192801,416.951,563.886,0,353.317,362.01
2.27586,6.86207,1,0.209186,403.023,548.879,0,353.317,362.125
2.27586,7,1,0.224578,389.095,533.958,0,353.317,362.241
2.43103,3,0.749207,1.50E-09,389.095,533.958,0,361.242,411.802
2.43103,3.13793,0.759412,1.70E-09,389.095,533.958,0,360.867,411.799
2.43103,3.27586,0.7546,1.30E-09,389.095,533.958,0,361.045,411.802
2.43103,3.41379,0.766441,1.47E-09,389.095,533.958,0,360.619,411.798
2.43103,3.55172,0.778506,1.67E-09,389.095,533.958,0,360.186,411.795
2.43103,3.68966,0.791433,1.91E-09,389.095,533.958,0,359.736,411.791
2.43103,3.82759,0.804689,2.19E-09,389.095,533.958,0,359.278,411.787
2.43103,3.96552,0.804689,2.19E-09,389.095,533.958,0,359.278,411.787
2.43103,4.10345,0.804689,2.19E-09,389.095,533.958,0,359.278,411.787
2.43103,4.24138,0.804689,2.19E-09,389.095,533.958,0,359.278,411.787
2.43103,4.37931,0.804689,2.19E-09,389.095,533.958,0,359.278,411.787
2.43103,4.51724,0.804689,2.19E-09,389.095,533.958,0,359.278,411.787
2.43103,4.65517,0.804689,2.19E-09,389.095,533.958,0,359.278,411.787
2.43103,4.7931,0.804689,2.19E-09,389.095,533.958,0,359.278,411.787
2.43103,4.93103,0.804689,2.19E-09,389.095,533.958,0,359.278,411.787
2.43103,5.06897,0.804689,2.19E-09,389.095,533.958,0,359.278,411.787
2.43103,5.2069,0.804689,2.19E-09,389.095,533.958,0,359.278,411.787
2.43103,5.34483,0.804689,2.19E-09,389.095,533.958,0,359.278,411.787
2.43103,5.48276,1,0.0100608,567.992,729.988,0,353.317,360.822
2.43103,5.62069,1,0.0342832,553.404,713.047,0,353.317,360.912
2.43103,5.75862,1,0.0574333,538.816,696.322,0,353.317,361.008
2.43103,5.89655,1,0.0795912,524.228,679.783,0,353.317,361.109
2.43103,6.03448,1,0.100532,509.641,663.441,0,353.317,361.207
2.43103,6.17241,1,0.120699,495.053,647.23,0,353.317,361.313
2.43103,6.31034,1,0.140007,480.465,631.164,0,353.317,361.418
2.43103,6.44828,1,0.158404,465.877,615.219,0,353.317,361.525
2.43103,6.58621,1,0.175929,451.289,599.383,0,353.317,361.635
2.43103,6.72414,1,0.19297,436.701,583.63,0,353.317,361.75
2.43103,6.86207,1,0.209173,422.113,567.972,0,353.317,361.866
2.43103,7,1,0.224652,407.526,552.389,0,353.317,361.985
2.58621,3,0.752506,1.35E-09,407.526,552.389,0,361.117,411.805
2.58621,3.13793,0.762898,1.52E-09,407.526,552.389,0,360.744,411.803
2.58621,3.27586,0.773714,1.72E-09,407.526,552.389,0,360.359,411.8
2.58621,3.41379,0.768767,1.31E-09,407.526,552.389,0,360.535,411.802
2.58621,3.55172,0.781028,1.49E-09,407.526,552.389,0,360.101,411.799
2.58621,3.68966,0.793736,1.70E-09,407.526,552.389,0,359.656,411.796
2.58621,3.82759,0.807012,1.94E-09,407.526,552.389,0,359.199,411.792
2.58621,3.96552,0.820731,2.22E-09,407.526,552.389,0,358.731,411.788
2.58621,4.10345,0.820731,2.22E-09,407.526,552.389,0,358.731,411.788
2.58621,4.24138,0.820731,2.22E-09,407.526,552.389,0,358.731,411.788
2.58621,4.37931,0.820731,2.22E-09,407.526,552.389,0,358.731,411.788
2.58621,4.51724,0.820731,2.22E-09,407.526,552.389,0,358.731,411.788
2.58621,4.65517,0.820731,2.22E-09,407.526,552.389,0,358.731,411.788
2.58621,4.7931,0.820731,2.22E-09,407.526,552.389,0,358.731,411.788
2.58621,4.93103,0.820731,2.22E-09,407.526,552.389,0,358.731,411.788
2.58621,5.06897,0.820731,2.22E-09,407.526,552.389,0,358.731,411.788
2.58621,5.2069,0.820731,2.22E-09,407.526,552.389,0,358.731,411.788
2.58621,5.34483,0.820731,2.22E-09,407.526,552.389,0,358.731,411.788
2.58621,5.48276,1,0.0100385,593.68,755.679,0,353.317,360.566
2.58621,5.62069,1,0.0342999,578.432,738.072,0,353.317,360.658
2.58621,5.75862,1,0.0575333,563.185,720.678,0,353.317,360.756
2.58621,5.89655,1,0.0794725,547.937,703.503,0,353.317,360.853
2.58621,6.03448,1,0.100617,532.69,686.479,0,353.317,360.957
2.58621,6.17241,1,0.120652,517.442,669.628,0,353.317,361.059
2.58621,6.31034,1,0.139883,502.194,652.901,0,353.317,361.165
2.58621,6.44828,1,0.158258,486.947,636.294,0,353.317,361.275
2.58621,6.58621,1,0.176004,471.699,619.785,0,353.317,361.39
2.58621,6.72414,1,0.192906,456.452,603.381,0,353.317,361.505
2.58621,6.86207,1,0.208987,441.204,587.065,0,353.317,361.622
2.58621,7,1,0.224611,425.956,570.819,0,353.317,361.743
2.74138,3,0.755992,1.22E-09,425.956,570.819,0,360.994,411.808
2.74138,3.13793,0.766319,1.37E-09,425.956,570.819,0,360.624,411.806
2.74138,3.27586,0.776997,1.55E-09,425.956,570.819,0,360.241,411.804
2.74138,3.41379,0.78801,1.76E-09,425.956,570.819,0,359.852,411.801
2.74138,3.55172,0.783395,1.34E-09,425.956,570.819,0,360.018,411.803
2.74138,3.68966,0.795885,1.52E-09,425.956,570.819,0,359.578,411.8
2.74138,3.82759,0.809302,1.73E-09,425.956,570.819,0,359.121,411.797
2.74138,3.96552,0.822881,1.98E-09,425.956,570.819,0,358.658,411.793
2.74138,4.10345,0.822881,1.98E-09,425.956,570.819,0,358.658,411.793
2.74138,4.24138,0.822881,1.98E-09,425.956,570.819,0,358.658,411.793
2.74138,4.37931,0.822881,1.98E-09,425.956,570.819,0,358.658,411.793
2.74138,4.51724,0.822881,1.98E-09,425.956,570.819,0,358.658,411.793
2.74138,4.65517,0.822881,1.98E-09,425.956,570.819,0,358.658,411.793
2.74138,4.7931,0.822881,1.98E-09,425.956,570.819,0,358.658,411.793
2.74138,4.93103,0.822881,1.98E-09,425.956,570.819,0,358.658,411.793
2.74138,5.06897,0.822881,1.98E-09,425.956,570.819,0,358.658,411.793
2.74138,5.2069,0.822881,1.98E-09,425.956,570.819,0,358.658,411.793
2.74138,5.34483,0.822881,1.98E-09,425.956,570.819,0,358.658,411.793
2.74138,5.48276,1,0.0100277,619.368,781.368,0,353.317,360.327
2.74138,5.62069,1,0.034385,603.461,763.092,0,353.317,360.421
2.74138,5.75862,1,0.0574307,587.553,745.06,0,353.317,360.516
2.74138,5.89655,1,0.0794281,571.646,727.215,0,353.317,360.615
2.74138,6.03448,1,0.100533,555.739,709.539,0,353.317,360.717
2.74138,6.17241,1,0.120713,539.831,692.009,0,353.317,360.824
2.74138,6.31034,1,0.139946,523.924,674.622,0,353.317,360.932
2.74138,6.44828,1,0.158391,508.017,657.356,0,353.317,361.042
2.74138,6.58621,1,0.176037,492.109,640.198,0,353.317,361.155
2.74138,6.72414,1,0.192756,476.202,623.138,0,353.317,361.271
2.74138,6.86207,1,0.209057,460.295,606.156,0,353.317,361.39
2.74138,7,1,0.224681,444.387,589.245,0,353.317,361.516
2.89655,3,0.759406,1.11E-09,444.387,589.245,0,360.872,411.811
2.89655,3.13793,0.76952,1.25E-09,444.387,589.245,0,360.507,411.809
2.89655,3.27586,0.780378,1.41E-09,444.387,589.245,0,360.124,411.807
2.89655,3.41379,0.791518,1.59E-09,444.387,589.245,0,359.734,411.804
2.89655,3.55172,0.785529,1.21E-09,444.387,589.245,0,359.94,411.807
2.89655,3.68966,0.798216,1.37E-09,444.387,589.245,0,359.498,411.804
2.89655,3.82759,0.811405,1.55E-09,444.387,589.245,0,359.046,411.801
2.89655,3.96552,0.825143,1.77E-09,444.387,589.245,0,358.582,411.797
2.89655,4.10345,0.839524,2.03E-09,444.387,589.245,0,358.105,411.793
2.89655,4.24138,0.839524,2.03E-09,444.387,589.245,0,358.105,411.793
2.89655,4.37931,0.839524,2.03E-09,444.387,589.245,0,358.105,411.793
2.89655,4.51724,0.839524,2.03E-09,444.387,589.245,0,358.105,411.793
2.89655,4.65517,0.839524,2.03E-09,444.387,589.245,0,358.105,411.793
2.89655,4.7931,0.839524,2.03E-09,444.387,589.245,0,358.105,411.793
2.89655,4.93103,0.839524,2.03E-09,444.387,589.245,0,358.105,411.793
2.89655,5.06897,0.839524,2.03E-09,444.387,589.245,0,358.105,411.793
2.89655,5.2069,0.839524,2.03E-09,444.387,589.245,0,358.105,411.793
2.89655,5.34483,0.839524,2.03E-09,444.387,589.245,0,358.105,411.793
2.89655,5.48276,1,0.0100209,645.056,807.057,0,353.317,360.103
2.89655,5.62069,1,0.0342462,628.489,788.136,0,353.317,360.195
2.89655,5.75862,1,0.0575448,611.922,769.413,0,353.317,360.295
2.89655,5.89655,1,0.079594,595.355,750.907,0,353.317,360.394
2.89655,6.03448,1,0.100624,578.788,732.577,0,353.317,360.496
2.89655,6.17241,1,0.120644,562.221,714.407,0,353.317,360.599
2.89655,6.31034,1,0.139857,545.654,696.362,0,353.317,360.707
2.89655,6.44828,1,0.158204,529.086,678.435,0,353.317,360.819
2.89655,6.58621,1,0.175916,512.519,660.614,0,353.317,360.933
2.89655,6.72414,1,0.192828,495.952,642.887,0,353.317,361.05
2.89655,6.86207,1,0.209172,479.385,625.24,0,353.317,361.173
2.89655,7,1,0.224564,462.818,607.69,0,353.317,361.3
3.05172,3,0.762672,1.01E-09,462.818,607.69,0,360.754,411.814
3.05172,3.13793,0.772906,1.14E-09,462.818,607.69,0,360.385,411.812
3.05172,3.27586,0.783631,1.28E-09,462.818,607.69,0,360.008,411.809
3.05172,3.41379,0.794622,1.44E-09,462.818,607.69,0,359.623,411.807
3.05172,3.55172,0.806358,1.63E-09,462.818,607.69,0,359.222,411.805
3.05172,3.68966,0.800566,1.24E-09,462.818,607.69,0,359.418,411.807
3.05172,3.82759,0.813844,1.40E-09,462.818,607.69,0,358.965,411.804
3.05172,3.96552,0.827412,1.60E-09,462.818,607.69,0,358.506,411.801
3.05172,4.10345,0.841678,1.83E-09,462.818,607.69,0,358.031,411.797
3.05172,4.24138,0.841678,1.83E-09,462.818,607.69,0,358.031,411.797
3.05172,4.37931,0.841678,1.83E-09,462.818,607.69,0,358.031,411.797
3.05172,4.51724,0.841678,1.83E-09,462.818,607.69,0,358.031,411.797
3.05172,4.65517,0.841678,1.83E-09,462.818,607.69,0,358.031,411.797
3.05172,4.7931,0.841678,1.83E-09,462.818,607.69,0,358.031,411.797
3.05172,4.93103,0.841678,1.83E-09,462.818,607.69,0,358.031,411.797
3.05172,5.06897,0.841678,1.83E-09,462.818,607.69,0,358.031,411.797
3.05172,5.2069,0.841678,1.83E-09,462.818,607.69,0,358.031,411.797
3.05172,5.34483,0.841678,1.83E-09,462.818,607.69,0,358.031,411.797
3.05172,5.48276,1,0.0100177,670.744,832.746,0,353.317,359.892
3.05172,5.62069,1,0.0342788,653.517,813.16,0,353.317,359.985
3.05172,5.75862,1,0.0575278,636.291,793.786,0,353.317,360.083
3.05172,5.89655,1,0.0795746,619.064,774.619,0,353.317,360.183
3.05172,6.03448,1,0.100536,601.837,755.637,0,353.317,360.283
3.05172,6.17241,1,0.120711,584.61,736.787,0,353.317,360.391
3.05172,6.31034,1,0.139965,567.383,718.08,0,353.317,360.5
3.05172,6.44828,1,0.158262,550.156,699.504,0,353.317,360.609
3.05172,6.58621,1,0.176003,532.929,681.015,0,353.317,360.726
3.05172,6.72414,1,0.192922,515.703,662.63,0,353.317,360.844
