Input Var1)DCOL-1 - Condenser_Specification_Value,Input Var2)Feed - Molar Fraction (Mixture) / Benzene,Output Var1)Distillate - Molar Fraction (Liquid 1) / Benzene (),Output Var2)Bottoms - Molar Fraction (Liquid 1) / Benzene (),Input Var3)Feed - Molar Fraction (Vapor) (),Output Var3)QC - Energy Flow (kW),Output Var4)QR - Energy Flow (kW),Input Var4)DCOL-1 - Stage_Temperature_1 (K),Input Var5)DCOL-1 - Stage_Temperature_20 (K)
4.75862,0.789655,1,0.370084,0,412.535,574.198,353.317,357.349
4.75862,0.817241,1,0.395346,0,412.535,574.198,353.317,357.274
4.75862,0.844828,1,0.414235,0,412.535,574.198,353.317,357.241
4.75862,0.872414,1,0.436992,0,412.535,574.198,353.317,357.172
4.75862,0.9,1,0.458459,0,412.535,574.198,353.317,357.106
4.91379,0.1,0.300207,1.48E-10,0,412.535,574.198,383.797,411.851
4.91379,0.127586,0.381313,2.52E-10,0,412.535,574.198,378.519,411.847
4.91379,0.155172,0.441779,3.34E-10,0,412.535,574.198,375.014,411.845
4.91379,0.182759,0.495577,4.07E-10,0,412.535,574.198,372.161,411.843
4.91379,0.210345,0.560569,5.87E-10,0,412.535,574.198,368.999,411.839
4.91379,0.237931,0.604927,6.36E-10,0,412.535,574.198,367,411.837
4.91379,0.265517,0.663202,8.70E-10,0,412.535,574.198,364.547,411.833
4.91379,0.293103,0.71934,1.18E-09,0,412.535,574.198,362.349,411.829
4.91379,0.32069,0.755697,1.14E-09,0,412.535,574.198,361.006,411.827
4.91379,0.348276,0.807979,1.50E-09,0,412.535,574.198,359.162,411.822
4.91379,0.375862,0.841944,1.37E-09,0,412.535,574.198,358.022,411.82
4.91379,0.403448,0.89262,1.77E-09,0,412.535,574.198,356.398,411.814
4.91379,0.431034,0.942617,2.30E-09,0,412.535,574.198,354.873,411.808
4.91379,0.458621,0.975831,2.01E-09,0,412.535,574.198,353.9,411.804
4.91379,0.486207,0.975831,2.01E-09,0,412.535,574.198,353.9,411.804
4.91379,0.513793,1,0.0225683,0,412.535,574.198,353.317,358.139
4.91379,0.541379,1,0.0708537,0,412.535,574.198,353.317,358.019
4.91379,0.568966,1,0.104637,0,412.535,574.198,353.317,357.969
4.91379,0.596552,1,0.14715,0,412.535,574.198,353.317,357.859
4.91379,0.624138,1,0.18664,0,412.535,574.198,353.317,357.755
4.91379,0.651724,1,0.223131,0,412.535,574.198,353.317,357.659
4.91379,0.67931,1,0.257575,0,412.535,574.198,353.317,357.566
4.91379,0.706897,1,0.282661,0,412.535,574.198,353.317,357.527
4.91379,0.734483,1,0.313201,0,412.535,574.198,353.317,357.442
4.91379,0.762069,1,0.341925,0,412.535,574.198,353.317,357.362
4.91379,0.789655,1,0.368894,0,412.535,574.198,353.317,357.286
4.91379,0.817241,1,0.394238,0,412.535,574.198,353.317,357.214
4.91379,0.844828,1,0.412905,0,412.535,574.198,353.317,357.185
4.91379,0.872414,1,0.435771,0,412.535,574.198,353.317,357.118
4.91379,0.9,1,0.457338,0,412.535,574.198,353.317,357.055
5.06897,0.1,0.301588,1.40E-10,0,412.535,574.198,383.701,411.852
5.06897,0.127586,0.383369,2.37E-10,0,412.535,574.198,378.394,411.848
5.06897,0.155172,0.444055,3.15E-10,0,412.535,574.198,374.889,411.846
5.06897,0.182759,0.497904,3.82E-10,0,412.535,574.198,372.042,411.844
5.06897,0.210345,0.563328,5.52E-10,0,412.535,574.198,368.871,411.84
5.06897,0.237931,0.607513,5.97E-10,0,412.535,574.198,366.887,411.838
5.06897,0.265517,0.666078,8.16E-10,0,412.535,574.198,364.43,411.834
5.06897,0.293103,0.722407,1.11E-09,0,412.535,574.198,362.231,411.83
5.06897,0.32069,0.758235,1.07E-09,0,412.535,574.198,360.911,411.828
5.06897,0.348276,0.810931,1.40E-09,0,412.535,574.198,359.062,411.823
5.06897,0.375862,0.844525,1.28E-09,0,412.535,574.198,357.942,411.822
5.06897,0.403448,0.895015,1.65E-09,0,412.535,574.198,356.324,411.816
5.06897,0.431034,0.945222,2.15E-09,0,412.535,574.198,354.796,411.81
5.06897,0.458621,0.977572,1.87E-09,0,412.535,574.198,353.849,411.807
5.06897,0.486207,0.977572,1.87E-09,0,412.535,574.198,353.849,411.807
5.06897,0.513793,1,0.0213905,0,412.535,574.198,353.317,358.039
5.06897,0.541379,1,0.0697828,0,412.535,574.198,353.317,357.922
5.06897,0.568966,1,0.102884,0,412.535,574.198,353.317,357.881
5.06897,0.596552,1,0.145389,0,412.535,574.198,353.317,357.773
5.06897,0.624138,1,0.185117,0,412.535,574.198,353.317,357.675
5.06897,0.651724,1,0.221837,0,412.535,574.198,353.317,357.581
5.06897,0.67931,1,0.248226,0,412.535,574.198,353.317,357.545
5.06897,0.706897,1,0.281002,0,412.535,574.198,353.317,357.458
5.06897,0.734483,1,0.311751,0,412.535,574.198,353.317,357.376
5.06897,0.762069,1,0.340583,0,412.535,574.198,353.317,357.298
5.06897,0.789655,1,0.367661,0,412.535,574.198,353.317,357.225
5.06897,0.817241,1,0.387163,0,412.535,574.198,353.317,357.199
5.06897,0.844828,1,0.411556,0,412.535,574.198,353.317,357.131
5.06897,0.872414,1,0.434529,0,412.535,574.198,353.317,357.066
5.06897,0.9,1,0.456196,0,412.535,574.198,353.317,357.005
5.22414,0.1,0.302954,1.32E-10,0,412.535,574.198,383.608,411.852
5.22414,0.127586,0.385422,2.24E-10,0,412.535,574.198,378.27,411.848
5.22414,0.155172,0.446316,2.97E-10,0,412.535,574.198,374.765,411.846
5.22414,0.182759,0.500219,3.60E-10,0,412.535,574.198,371.925,411.844
5.22414,0.210345,0.566077,5.19E-10,0,412.535,574.198,368.744,411.84
5.22414,0.237931,0.628893,7.38E-10,0,412.535,574.198,365.969,411.836
5.22414,0.265517,0.668994,7.67E-10,0,412.535,574.198,364.314,411.835
5.22414,0.293103,0.725631,1.04E-09,0,412.535,574.198,362.113,411.831
5.22414,0.32069,0.761085,1.00E-09,0,412.535,574.198,360.811,411.829
5.22414,0.348276,0.813803,1.31E-09,0,412.535,574.198,358.963,411.825
5.22414,0.375862,0.846687,1.20E-09,0,412.535,574.198,357.868,411.823
5.22414,0.403448,0.897511,1.54E-09,0,412.535,574.198,356.245,411.818
5.22414,0.431034,0.947599,2.00E-09,0,412.535,574.198,354.725,411.812
5.22414,0.458621,0.979444,1.74E-09,0,412.535,574.198,353.796,411.809
5.22414,0.486207,0.979444,1.74E-09,0,412.535,574.198,353.796,411.809
5.22414,0.513793,1,0.0201921,0,412.535,574.198,353.317,357.944
5.22414,0.541379,1,0.068677,0,412.535,574.198,353.317,357.831
5.22414,0.568966,1,0.101089,0,412.535,574.198,353.317,357.797
5.22414,0.596552,1,0.143793,0,412.535,574.198,353.317,357.693
5.22414,0.624138,1,0.183651,0,412.535,574.198,353.317,357.596
5.22414,0.651724,1,0.220506,0,412.535,574.198,353.317,357.506
5.22414,0.67931,1,0.246396,0,412.535,574.198,353.317,357.476
5.22414,0.706897,1,0.279406,0,412.535,574.198,353.317,357.392
5.22414,0.734483,1,0.310281,0,412.535,574.198,353.317,357.312
5.22414,0.762069,1,0.339218,0,412.535,574.198,353.317,357.237
5.22414,0.789655,1,0.366406,0,412.535,574.198,353.317,357.167
5.22414,0.817241,1,0.385665,0,412.535,574.198,353.317,357.144
5.22414,0.844828,1,0.410182,0,412.535,574.198,353.317,357.079
5.22414,0.872414,1,0.433266,0,412.535,574.198,353.317,357.016
5.22414,0.9,1,0.454973,0,412.535,574.198,353.317,356.958
5.37931,0.1,0.304305,1.26E-10,0,412.535,574.198,383.514,411.852
5.37931,0.127586,0.387459,2.12E-10,0,412.535,574.198,378.147,411.849
5.37931,0.155172,0.448562,2.81E-10,0,412.535,574.198,374.642,411.847
5.37931,0.182759,0.50252,3.40E-10,0,412.535,574.198,371.809,411.845
5.37931,0.210345,0.568813,4.90E-10,0,412.535,574.198,368.618,411.841
5.37931,0.237931,0.632013,6.95E-10,0,412.535,574.198,365.837,411.837
5.37931,0.265517,0.671856,7.22E-10,0,412.535,574.198,364.198,411.836
5.37931,0.293103,0.728715,9.77E-10,0,412.535,574.198,361.995,411.832
5.37931,0.32069,0.763714,9.41E-10,0,412.535,574.198,360.714,411.83
5.37931,0.348276,0.816946,1.23E-09,0,412.535,574.198,358.862,411.826
5.37931,0.375862,0.849088,1.12E-09,0,412.535,574.198,357.79,411.824
5.37931,0.403448,0.900006,1.45E-09,0,412.535,574.198,356.169,411.819
5.37931,0.431034,0.95017,1.87E-09,0,412.535,574.198,354.65,411.813
5.37931,0.458621,0.981185,1.63E-09,0,412.535,574.198,353.745,411.811
5.37931,0.486207,0.981185,1.63E-09,0,412.535,574.198,353.745,411.811
5.37931,0.513793,1,0.0189688,0,412.535,574.198,353.317,357.852
5.37931,0.541379,1,0.067572,0,412.535,574.198,353.317,357.743
5.37931,0.568966,1,0.099383,0,412.535,574.198,353.317,357.717
5.37931,0.596552,1,0.142152,0,412.535,574.198,353.317,357.615
5.37931,0.624138,1,0.182134,0,412.535,574.198,353.317,357.521
5.37931,0.651724,1,0.219071,0,412.535,574.198,353.317,357.435
5.37931,0.67931,1,0.244631,0,412.535,574.198,353.317,357.409
5.37931,0.706897,1,0.277785,0,412.535,574.198,353.317,357.328
5.37931,0.734483,1,0.308788,0,412.535,574.198,353.317,357.251
5.37931,0.762069,1,0.337834,0,412.535,574.198,353.317,357.178
5.37931,0.789655,1,0.365132,0,412.535,574.198,353.317,357.11
5.37931,0.817241,1,0.384146,0,412.535,574.198,353.317,357.092
5.37931,0.844828,1,0.408786,0,412.535,574.198,353.317,357.028
5.37931,0.872414,1,0.431984,0,412.535,574.198,353.317,356.968
5.37931,0.9,1,0.453795,0,412.535,574.198,353.317,356.911
5.53448,0.1,0.30564,1.19E-10,0,412.535,574.198,383.422,411.853
5.53448,0.127586,0.38948,2.01E-10,0,412.535,574.198,378.025,411.849
5.53448,0.155172,0.450793,2.66E-10,0,412.535,574.198,374.52,411.847
5.53448,0.182759,0.523502,4.03E-10,0,412.535,574.198,370.766,411.843
5.53448,0.210345,0.571539,4.63E-10,0,412.535,574.198,368.493,411.842
5.53448,0.237931,0.635127,6.57E-10,0,412.535,574.198,365.706,411.838
5.53448,0.265517,0.67472,6.81E-10,0,412.535,574.198,364.083,411.836
5.53448,0.293103,0.731835,9.22E-10,0,412.535,574.198,361.878,411.833
5.53448,0.32069,0.766522,8.86E-10,0,412.535,574.198,360.615,411.831
5.53448,0.348276,0.819784,1.16E-09,0,412.535,574.198,358.765,411.827
5.53448,0.375862,0.871505,1.52E-09,0,412.535,574.198,357.065,411.822
5.53448,0.403448,0.902319,1.36E-09,0,412.535,574.198,356.096,411.821
5.53448,0.431034,0.952564,1.76E-09,0,412.535,574.198,354.578,411.815
5.53448,0.458621,0.98311,1.53E-09,0,412.535,574.198,353.69,411.812
5.53448,0.486207,0.98311,1.53E-09,0,412.535,574.198,353.69,411.812
5.53448,0.513793,1,0.0177291,0,412.535,574.198,353.317,357.764
5.53448,0.541379,1,0.0510532,0,412.535,574.198,353.317,357.742
5.53448,0.568966,1,0.0975511,0,412.535,574.198,353.317,357.639
5.53448,0.596552,1,0.140395,0,412.535,574.198,353.317,357.541
5.53448,0.624138,1,0.180187,0,412.535,574.198,353.317,357.451
5.53448,0.651724,1,0.217685,0,412.535,574.198,353.317,357.366
5.53448,0.67931,1,0.242831,0,412.535,574.198,353.317,357.345
5.53448,0.706897,1,0.276065,0,412.535,574.198,353.317,357.266
5.53448,0.734483,1,0.30722,0,412.535,574.198,353.317,357.192
5.53448,0.762069,1,0.336433,0,412.535,574.198,353.317,357.121
5.53448,0.789655,1,0.363841,0,412.535,574.198,353.317,357.055
5.53448,0.817241,1,0.382617,0,412.535,574.198,353.317,357.041
5.53448,0.844828,1,0.407372,0,412.535,574.198,353.317,356.979
5.53448,0.872414,1,0.430604,0,412.535,574.198,353.317,356.922
5.53448,0.9,1,0.452602,0,412.535,574.198,353.317,356.866
5.68966,0.1,0.30696,1.13E-10,0,412.535,574.198,383.331,411.853
5.68966,0.127586,0.391488,1.91E-10,0,412.535,574.198,377.905,411.849
5.68966,0.155172,0.452994,2.52E-10,0,412.535,574.198,374.401,411.847
5.68966,0.182759,0.526267,3.82E-10,0,412.535,574.198,370.631,411.844
5.68966,0.210345,0.574254,4.39E-10,0,412.535,574.198,368.37,411.842
5.68966,0.237931,0.638235,6.22E-10,0,412.535,574.198,365.575,411.838
5.68966,0.265517,0.677587,6.44E-10,0,412.535,574.198,363.969,411.837
5.68966,0.293103,0.735195,8.70E-10,0,412.535,574.198,361.758,411.833
5.68966,0.32069,0.769184,8.36E-10,0,412.535,574.198,360.518,411.832
5.68966,0.348276,0.822518,1.09E-09,0,412.535,574.198,358.672,411.828
5.68966,0.375862,0.874619,1.43E-09,0,412.535,574.198,356.967,411.823
5.68966,0.403448,0.905066,1.28E-09,0,412.535,574.198,356.013,411.822
5.68966,0.431034,0.95517,1.65E-09,0,412.535,574.198,354.502,411.816
5.68966,0.458621,0.95517,1.65E-09,0,412.535,574.198,354.502,411.816
5.68966,0.486207,0.95517,1.65E-09,0,412.535,574.198,354.502,411.816
5.68966,0.513793,1,0.016474,0,412.535,574.198,353.317,357.68
5.68966,0.541379,1,0.0490066,0,412.535,574.198,353.317,357.664
5.68966,0.568966,1,0.0956577,0,412.535,574.198,353.317,357.564
5.68966,0.596552,1,0.13872,0,412.535,574.198,353.317,357.469
5.68966,0.624138,1,0.178546,0,412.535,574.198,353.317,357.382
5.68966,0.651724,1,0.205135,0,412.535,574.198,353.317,357.365
5.68966,0.67931,1,0.240938,0,412.535,574.198,353.317,357.283
5.68966,0.706897,1,0.274388,0,412.535,574.198,353.317,357.207
5.68966,0.734483,1,0.305676,0,412.535,574.198,353.317,357.135
5.68966,0.762069,1,0.335016,0,412.535,574.198,353.317,357.067
5.68966,0.789655,1,0.354602,0,412.535,574.198,353.317,357.055
5.68966,0.817241,1,0.381059,0,412.535,574.198,353.317,356.992
5.68966,0.844828,1,0.40594,0,412.535,574.198,353.317,356.932
5.68966,0.872414,1,0.429289,0,412.535,574.198,353.317,356.876
5.68966,0.9,1,0.451395,0,412.535,574.198,353.317,356.823
5.84483,0.1,0.308266,1.08E-10,0,412.535,574.198,383.241,411.853
5.84483,0.127586,0.393476,1.81E-10,0,412.535,574.198,377.786,411.85
5.84483,0.155172,0.455194,2.40E-10,0,412.535,574.198,374.281,411.848
5.84483,0.182759,0.529016,3.63E-10,0,412.535,574.198,370.497,411.844
5.84483,0.210345,0.576953,4.16E-10,0,412.535,574.198,368.247,411.843
5.84483,0.237931,0.641322,5.89E-10,0,412.535,574.198,365.447,411.839
5.84483,0.265517,0.680454,6.10E-10,0,412.535,574.198,363.855,411.838
5.84483,0.293103,0.738099,8.24E-10,0,412.535,574.198,361.648,411.834
5.84483,0.32069,0.771881,7.91E-10,0,412.535,574.198,360.42,411.833
5.84483,0.348276,0.825437,1.03E-09,0,412.535,574.198,358.574,411.829
5.84483,0.375862,0.877637,1.35E-09,0,412.535,574.198,356.871,411.824
5.84483,0.403448,0.907481,1.21E-09,0,412.535,574.198,355.938,411.823
5.84483,0.431034,0.957532,1.56E-09,0,412.535,574.198,354.432,411.818
5.84483,0.458621,0.957532,1.56E-09,0,412.535,574.198,354.432,411.818
5.84483,0.486207,0.957532,1.56E-09,0,412.535,574.198,354.432,411.818
5.84483,0.513793,1,0.0152047,0,412.535,574.198,353.317,357.599
5.84483,0.541379,1,0.0470664,0,412.535,574.198,353.317,357.591
5.84483,0.568966,1,0.0937051,0,412.535,574.198,353.317,357.492
5.84483,0.596552,1,0.136954,0,412.535,574.198,353.317,357.4
5.84483,0.624138,1,0.177055,0,412.535,574.198,353.317,357.316
5.84483,0.651724,1,0.202934,0,412.535,574.198,353.317,357.302
5.84483,0.67931,1,0.239085,0,412.535,574.198,353.317,357.224
5.84483,0.706897,1,0.27269,0,412.535,574.198,353.317,357.149
5.84483,0.734483,1,0.304115,0,412.535,574.198,353.317,357.079
5.84483,0.762069,1,0.333562,0,412.535,574.198,353.317,357.014
5.84483,0.789655,1,0.352888,0,412.535,574.198,353.317,357.006
5.84483,0.817241,1,0.379483,0,412.535,574.198,353.317,356.944
5.84483,0.844828,1,0.404492,0,412.535,574.198,353.317,356.886
5.84483,0.872414,1,0.427959,0,412.535,574.198,353.317,356.832
5.84483,0.9,1,0.450174,0,412.535,574.198,353.317,356.78
6,0.1,0.309557,1.03E-10,0,412.535,574.198,383.152,411.853
6,0.127586,0.395447,1.73E-10,0,412.535,574.198,377.67,411.85
6,0.155172,0.457378,2.28E-10,0,412.535,574.198,374.163,411.848
6,0.182759,0.531751,3.45E-10,0,412.535,574.198,370.365,411.845
6,0.210345,0.579638,3.96E-10,0,412.535,574.198,368.125,411.843
6,0.237931,0.644401,5.59E-10,0,412.535,574.198,365.319,411.84
6,0.265517,0.683314,5.79E-10,0,412.535,574.198,363.742,411.838
6,0.293103,0.741365,7.81E-10,0,412.535,574.198,361.531,411.835
6,0.32069,0.774812,7.49E-10,0,412.535,574.198,360.32,411.834
6,0.348276,0.828218,9.79E-10,0,412.535,574.198,358.478,411.83
6,0.375862,0.880488,1.28E-09,0,412.535,574.198,356.78,411.825
6,0.403448,0.909798,1.14E-09,0,412.535,574.198,355.866,411.824
6,0.431034,0.960063,1.47E-09,0,412.535,574.198,354.358,411.819
6,0.458621,0.960063,1.47E-09,0,412.535,574.198,354.358,411.819
6,0.486207,0.960063,1.47E-09,0,412.535,574.198,354.358,411.819
6,0.513793,1,0.0139173,0,412.535,574.198,353.317,357.521
6,0.541379,1,0.0448819,0,412.535,574.198,353.317,357.518
6,0.568966,1,0.0917856,0,412.535,574.198,353.317,357.423
6,0.596552,1,0.135307,0,412.535,574.198,353.317,357.335
6,0.624138,1,0.175402,0,412.535,574.198,353.317,357.252
6,0.651724,1,0.200798,0,412.535,574.198,353.317,357.243
6,0.67931,1,0.237198,0,412.535,574.198,353.317,357.166
6,0.706897,1,0.270966,0,412.535,574.198,353.317,357.094
6,0.734483,1,0.302538,0,412.535,574.198,353.317,357.026
6,0.762069,1,0.332106,0,412.535,574.198,353.317,356.962
6,0.789655,1,0.351159,0,412.535,574.198,353.317,356.958
6,0.817241,1,0.377892,0,412.535,574.198,353.317,356.898
6,0.844828,1,0.40303,0,412.535,574.198,353.317,356.842
6,0.872414,1,0.426618,0,412.535,574.198,353.317,356.789
6,0.9,1,0.448942,0,412.535,574.198,353.317,356.739
