(Input Var1)Condenser_Specification_Value,(Input Var2)Temperature (K),(Output Var1)Distillate - Molar Fraction (Liquid 1) / Benzene (),(Output Var2)QC - Energy Flow (kW),(Output Var3)QR - Energy Flow (kW),(Output Var4)Bottoms - Molar Fraction (Liquid 1) / Benzene (),(Input Var3)Feed - Molar Fraction (Vapor) (),(Input Var4)Stage_Temperature_1 (K),(Input Var5) Stage_Temperature_20 (K)
3.36207,319.103,1,719.802,846.494,0.013132,0,353.317,359.777
3.36207,322.621,1,719.802,840.44,0.013134,0,353.317,359.824
3.36207,326.138,1,719.802,834.336,0.0131366,0,353.317,359.872
3.36207,329.655,1,719.802,828.178,0.0131397,0,353.317,359.921
3.36207,333.172,1,719.802,821.969,0.0131426,0,353.317,359.971
3.36207,336.69,1,719.802,815.706,0.0131462,0,353.317,360.023
3.36207,340.207,1,719.802,809.392,0.0131541,0,353.317,360.075
3.36207,343.724,1,719.802,803.024,0.0131601,0,353.317,360.129
3.36207,347.241,1,719.802,796.603,0.0131644,0,353.317,360.184
3.36207,350.759,1,719.802,790.128,0.013168,0,353.317,360.241
3.36207,354.276,1,719.802,783.6,0.0131754,0,353.317,360.299
3.36207,357.793,1,719.802,777.017,0.0131956,0,353.317,360.359
3.36207,361.31,1,719.802,770.392,0.0131098,0,353.317,360.418
3.36207,364.828,1,719.802,763.703,0.0131062,0,353.317,360.48
3.36207,368.345,1,719.802,756.96,0.0131028,0,353.317,360.544
3.36207,371.862,1,719.802,750.161,0.0130987,0,353.317,360.61
3.36207,375.379,1,719.802,683.639,0.0130275,0.174676,353.317,361.317
3.36207,378.897,1,719.802,624.601,0.0131394,0.324689,353.317,362.072
3.36207,382.414,1,719.802,568.368,0.0130956,0.463553,353.317,362.931
3.36207,385.931,1,719.802,510.073,0.0130175,0.604735,353.317,364.014
3.36207,389.448,1,719.802,444.5,0.0132033,0.762021,353.317,365.557
3.36207,392.966,1,719.802,444.5,0.0132033,0.954088,353.317,365.557
3.36207,396.483,1,719.802,444.5,0.0132033,1,353.317,365.557
3.36207,400,1,719.802,444.5,0.0132033,1,353.317,365.557
3.51724,298,1,745.408,907.344,0.013123,0,353.317,359.342
3.51724,301.517,1,745.408,901.598,0.0131205,0,353.317,359.38
3.51724,305.034,1,745.408,895.8,0.0131213,0,353.317,359.42
3.51724,308.552,1,745.408,889.951,0.013122,0,353.317,359.46
3.51724,312.069,1,745.408,884.052,0.0131228,0,353.317,359.501
3.51724,315.586,1,745.408,878.102,0.0131213,0,353.317,359.543
3.51724,319.103,1,745.408,872.101,0.0131224,0,353.317,359.587
3.51724,322.621,1,745.408,866.047,0.0131237,0,353.317,359.631
3.51724,326.138,1,745.408,859.942,0.0131249,0,353.317,359.676
3.51724,329.655,1,745.408,853.786,0.0131251,0,353.317,359.722
3.51724,333.172,1,745.408,847.577,0.013127,0,353.317,359.769
3.51724,336.69,1,745.408,841.315,0.0131291,0,353.317,359.817
3.51724,340.207,1,745.408,835,0.0131311,0,353.317,359.867
3.51724,343.724,1,745.408,828.633,0.013135,0,353.317,359.917
3.51724,347.241,1,745.408,822.212,0.0131382,0,353.317,359.969
3.51724,350.759,1,745.408,815.738,0.0131422,0,353.317,360.022
3.51724,354.276,1,745.408,809.21,0.0131452,0,353.317,360.077
3.51724,357.793,1,745.408,802.628,0.01315,0,353.317,360.133
3.51724,361.31,1,745.408,795.992,0.0131619,0,353.317,360.19
3.51724,364.828,1,745.408,789.302,0.01317,0,353.317,360.248
3.51724,368.345,1,745.408,782.557,0.0131747,0,353.317,360.309
3.51724,371.862,1,745.408,775.766,0.013107,0,353.317,360.369
3.51724,375.379,1,745.408,709.24,0.0130618,0.174676,353.317,361.029
3.51724,378.897,1,745.408,650.211,0.0131103,0.324689,353.317,361.728
3.51724,382.414,1,745.408,593.982,0.0130306,0.463553,353.317,362.518
3.51724,385.931,1,745.408,535.68,0.013008,0.604735,353.317,363.509
3.51724,389.448,1,745.408,470.133,0.012991,0.762021,353.317,364.908
3.51724,392.966,1,745.408,470.133,0.012991,0.954088,353.317,364.908
3.51724,396.483,1,745.408,470.133,0.012991,1,353.317,364.908
3.51724,400,1,745.408,470.133,0.012991,1,353.317,364.908
3.67241,298,1,771.013,932.951,0.0131174,0,353.317,359.175
3.67241,301.517,1,771.013,927.204,0.0131177,0,353.317,359.212
3.67241,305.034,1,771.013,921.406,0.013118,0,353.317,359.249
3.67241,308.552,1,771.013,915.557,0.0131185,0,353.317,359.287
3.67241,312.069,1,771.013,909.659,0.0131156,0,353.317,359.326
3.67241,315.586,1,771.013,903.709,0.0131163,0,353.317,359.366
3.67241,319.103,1,771.013,897.707,0.013117,0,353.317,359.407
3.67241,322.621,1,771.013,891.654,0.0131178,0,353.317,359.448
3.67241,326.138,1,771.013,885.549,0.0131184,0,353.317,359.491
3.67241,329.655,1,771.013,879.393,0.0131167,0,353.317,359.534
3.67241,333.172,1,771.013,873.183,0.0131178,0,353.317,359.579
3.67241,336.69,1,771.013,866.922,0.0131191,0,353.317,359.624
3.67241,340.207,1,771.013,860.607,0.0131202,0,353.317,359.671
3.67241,343.724,1,771.013,854.24,0.0131216,0,353.317,359.719
3.67241,347.241,1,771.013,847.82,0.0131223,0,353.317,359.767
3.67241,350.759,1,771.013,841.346,0.0131246,0,353.317,359.817
3.67241,354.276,1,771.013,834.819,0.0131267,0,353.317,359.868
3.67241,357.793,1,771.013,828.237,0.0131292,0,353.317,359.921
3.67241,361.31,1,771.013,821.602,0.0131341,0,353.317,359.974
3.67241,364.828,1,771.013,814.912,0.0131384,0,353.317,360.029
3.67241,368.345,1,771.013,808.167,0.0131418,0,353.317,360.086
3.67241,371.862,1,771.013,801.367,0.013147,0,353.317,360.144
3.67241,375.379,1,771.013,734.843,0.0130786,0.174676,353.317,360.762
3.67241,378.897,1,771.013,675.818,0.0130944,0.324689,353.317,361.41
3.67241,382.414,1,771.013,619.584,0.013052,0.463553,353.317,362.142
3.67241,385.931,1,771.013,561.275,0.0130881,0.604735,353.317,363.052
3.67241,389.448,1,771.013,495.73,0.013068,0.762021,353.317,364.321
3.67241,392.966,1,771.013,495.73,0.013068,0.954088,353.317,364.321
3.67241,396.483,1,771.013,495.73,0.013068,1,353.317,364.321
3.67241,400,1,771.013,495.73,0.013068,1,353.317,364.321
3.82759,298,1,796.619,958.557,0.0131128,0,353.317,359.017
3.82759,301.517,1,796.619,952.81,0.0131128,0,353.317,359.052
3.82759,305.034,1,796.619,947.012,0.0131129,0,353.317,359.087
3.82759,308.552,1,796.619,941.164,0.0131136,0,353.317,359.124
3.82759,312.069,1,796.619,935.265,0.0131137,0,353.317,359.16
3.82759,315.586,1,796.619,929.314,0.0131142,0,353.317,359.198
3.82759,319.103,1,796.619,923.313,0.0131144,0,353.317,359.237
3.82759,322.621,1,796.619,917.26,0.0131148,0,353.317,359.276
3.82759,326.138,1,796.619,911.156,0.0131119,0,353.317,359.316
3.82759,329.655,1,796.619,904.999,0.0131125,0,353.317,359.357
3.82759,333.172,1,796.619,898.789,0.0131131,0,353.317,359.399
3.82759,336.69,1,796.619,892.528,0.0131137,0,353.317,359.442
3.82759,340.207,1,796.619,886.214,0.0131143,0,353.317,359.486
3.82759,343.724,1,796.619,879.847,0.0131126,0,353.317,359.531
3.82759,347.241,1,796.619,873.427,0.0131136,0,353.317,359.577
3.82759,350.759,1,796.619,866.953,0.0131148,0,353.317,359.624
3.82759,354.276,1,796.619,860.426,0.013116,0,353.317,359.672
3.82759,357.793,1,796.619,853.845,0.0131161,0,353.317,359.721
3.82759,361.31,1,796.619,847.21,0.0131181,0,353.317,359.772
3.82759,364.828,1,796.619,840.52,0.0131204,0,353.317,359.824
3.82759,368.345,1,796.619,833.775,0.0131228,0,353.317,359.877
3.82759,371.862,1,796.619,826.976,0.0131251,0,353.317,359.931
3.82759,375.379,1,796.619,760.447,0.0130898,0.174676,353.317,360.511
3.82759,378.897,1,796.619,701.43,0.0130416,0.324689,353.317,361.115
3.82759,382.414,1,796.619,645.184,0.013099,0.463553,353.317,361.794
3.82759,385.931,1,796.619,586.891,0.0130095,0.604735,353.317,362.628
3.82759,389.448,1,796.619,521.335,0.0130661,0.762021,353.317,363.789
3.82759,392.966,1,796.619,441.318,0.012965,0.954088,353.317,365.648
3.82759,396.483,1,796.619,441.318,0.012965,1,353.317,365.648
3.82759,400,1,796.619,441.318,0.012965,1,353.317,365.648
3.98276,298,1,822.225,984.163,0.0131116,0,353.317,358.868
3.98276,301.517,1,822.225,978.415,0.0131131,0,353.317,358.901
3.98276,305.034,1,822.225,972.618,0.013113,0,353.317,358.934
3.98276,308.552,1,822.225,966.77,0.0131097,0,353.317,358.968
3.98276,312.069,1,822.225,960.871,0.0131096,0,353.317,359.003
3.98276,315.586,1,822.225,954.921,0.0131102,0,353.317,359.039
3.98276,319.103,1,822.225,948.919,0.0131102,0,353.317,359.076
3.98276,322.621,1,822.225,942.866,0.0131106,0,353.317,359.113
3.98276,326.138,1,822.225,936.761,0.0131107,0,353.317,359.151
3.98276,329.655,1,822.225,930.604,0.0131107,0,353.317,359.19
3.98276,333.172,1,822.225,924.396,0.0131076,0,353.317,359.23
3.98276,336.69,1,822.225,918.134,0.013108,0,353.317,359.27
3.98276,340.207,1,822.225,911.82,0.0131085,0,353.317,359.312
3.98276,343.724,1,822.225,905.453,0.013109,0,353.317,359.354
3.98276,347.241,1,822.225,899.033,0.0131094,0,353.317,359.398
3.98276,350.759,1,822.225,892.559,0.0131099,0,353.317,359.442
3.98276,354.276,1,822.225,886.033,0.0131078,0,353.317,359.487
3.98276,357.793,1,822.225,879.452,0.0131088,0,353.317,359.534
3.98276,361.31,1,822.225,872.816,0.0131097,0,353.317,359.582
3.98276,364.828,1,822.225,866.127,0.0131109,0,353.317,359.63
3.98276,368.345,1,822.225,859.382,0.013112,0,353.317,359.68
3.98276,371.862,1,822.225,852.584,0.0131123,0,353.317,359.731
3.98276,375.379,1,822.225,786.045,0.0131632,0.174676,353.317,360.277
3.98276,378.897,1,822.225,727.032,0.0130631,0.324689,353.317,360.842
3.98276,382.414,1,822.225,670.792,0.0130854,0.463553,353.317,361.471
3.98276,385.931,1,822.225,612.493,0.0130347,0.604735,353.317,362.243
3.98276,389.448,1,822.225,546.947,0.0130087,0.762021,353.317,363.303
3.98276,392.966,1,822.225,466.923,0.0129693,0.954088,353.317,364.985
3.98276,396.483,1,822.225,443.603,0.0130424,1,353.317,365.589
3.98276,400,1,822.225,438.237,0.0130417,1,353.317,365.736
4.13793,298,1,822.225,438.237,0.0130417,0,353.317,365.736
4.13793,301.517,1,822.225,438.237,0.0130417,0,353.317,365.736
4.13793,305.034,1,822.225,438.237,0.0130417,0,353.317,365.736
4.13793,308.552,1,822.225,438.237,0.0130417,0,353.317,365.736
4.13793,312.069,1,822.225,438.237,0.0130417,0,353.317,365.736
4.13793,315.586,1,822.225,438.237,0.0130417,0,353.317,365.736
4.13793,319.103,1,822.225,438.237,0.0130417,0,353.317,365.736
4.13793,322.621,1,822.225,438.237,0.0130417,0,353.317,365.736
4.13793,326.138,1,822.225,438.237,0.0130417,0,353.317,365.736
4.13793,329.655,1,822.225,438.237,0.0130417,0,353.317,365.736
4.13793,333.172,1,822.225,438.237,0.0130417,0,353.317,365.736
4.13793,336.69,1,822.225,438.237,0.0130417,0,353.317,365.736
4.13793,340.207,1,822.225,438.237,0.0130417,0,353.317,365.736
4.13793,343.724,1,822.225,438.237,0.0130417,0,353.317,365.736
4.13793,347.241,1,847.83,924.639,0.0131047,0,353.317,359.228
4.13793,350.759,1,847.83,918.166,0.0131049,0,353.317,359.27
4.13793,354.276,1,847.83,911.638,0.0131053,0,353.317,359.313
4.13793,357.793,1,847.83,905.057,0.0131056,0,353.317,359.357
4.13793,361.31,1,847.83,898.422,0.013106,0,353.317,359.402
4.13793,364.828,1,847.83,891.734,0.0131036,0,353.317,359.448
4.13793,368.345,1,847.83,884.989,0.0131043,0,353.317,359.495
4.13793,371.862,1,847.83,878.19,0.0131052,0,353.317,359.543
4.13793,375.379,1,847.83,811.655,0.0131268,0.174676,353.317,360.056
4.13793,378.897,1,847.83,752.636,0.0130762,0.324689,353.317,360.586
4.13793,382.414,1,847.83,696.405,0.013028,0.463553,353.317,361.171
4.13793,385.931,1,847.83,638.092,0.0130982,0.604735,353.317,361.888
4.13793,389.448,1,847.83,572.547,0.0130651,0.762021,353.317,362.861
4.13793,392.966,1,847.83,492.518,0.0130484,0.954088,353.317,364.393
4.13793,396.483,1,847.83,469.218,0.0129668,1,353.317,364.93
4.13793,400,1,847.83,463.843,0.0130382,1,353.317,365.064
4.2931,298,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,301.517,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,305.034,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,308.552,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,312.069,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,315.586,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,319.103,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,322.621,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,326.138,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,329.655,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,333.172,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,336.69,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,340.207,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,343.724,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,347.241,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,350.759,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,354.276,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,357.793,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,361.31,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,364.828,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,368.345,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,371.862,1,847.83,463.843,0.0130382,0,353.317,365.064
4.2931,375.379,1,847.83,463.843,0.0130382,0.174676,353.317,365.064
4.2931,378.897,1,873.436,778.241,0.0130852,0.324689,353.317,360.347
4.2931,382.414,1,873.436,722.007,0.0130485,0.463553,353.317,360.894
4.2931,385.931,1,873.436,663.7,0.013077,0.604735,353.317,361.558
4.2931,389.448,1,873.436,598.159,0.0130073,0.762021,353.317,362.455
4.2931,392.966,1,873.436,518.124,0.0130527,0.954088,353.317,363.853
4.2931,396.483,1,873.436,494.814,0.0130415,1,353.317,364.342
4.2931,400,1,873.436,489.446,0.0130551,1,353.317,364.461
4.44828,298,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,301.517,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,305.034,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,308.552,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,312.069,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,315.586,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,319.103,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,322.621,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,326.138,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,329.655,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,333.172,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,336.69,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,340.207,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,343.724,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,347.241,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,350.759,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,354.276,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,357.793,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,361.31,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,364.828,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,368.345,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,371.862,1,873.436,489.446,0.0130551,0,353.317,364.461
4.44828,375.379,1,873.436,489.446,0.0130551,0.174676,353.317,364.461
4.44828,378.897,1,873.436,489.446,0.0130551,0.324689,353.317,364.461
4.44828,382.414,1,873.436,489.446,0.0130551,0.463553,353.317,364.461
4.44828,385.931,1,899.041,689.314,0.0130033,0.604735,353.317,361.252
4.44828,389.448,1,899.041,623.761,0.0130299,0.762021,353.317,362.084
4.44828,392.966,1,899.041,543.737,0.0129883,0.954088,353.317,363.361
4.44828,396.483,1,899.041,520.419,0.0130464,1,353.317,363.807
4.44828,400,1,899.041,515.052,0.0130584,1,353.317,363.915
4.60345,298,1,899.041,515.052,0.0130584,0,353.317,363.915
4.60345,301.517,1,899.041,515.052,8.17E-06,0,353.317,363.907
4.60345,305.034,1,899.041,515.052,7.90E-06,0,353.317,364.174
4.60345,308.552,1,899.041,515.052,7.69E-06,0,353.317,364.414
4.60345,312.069,1,899.041,515.052,8.02E-06,0,353.317,364.234
4.60345,315.586,1,899.041,515.052,7.70E-06,0,353.317,364.562
4.60345,319.103,1,899.041,515.052,8.03E-06,0,353.317,364.38
4.60345,322.621,1,899.041,515.052,7.66E-06,0,353.317,364.752
4.60345,326.138,1,899.041,515.052,7.88E-06,0,353.317,364.662
4.60345,329.655,1,899.041,515.052,7.53E-06,0,353.317,365.038
4.60345,333.172,1,899.041,515.052,7.53E-06,0,353.317,365.038
4.60345,336.69,1,899.041,515.052,7.53E-06,0,353.317,365.038
4.60345,340.207,1,899.041,515.052,7.53E-06,0,353.317,365.038
4.60345,343.724,1,899.041,515.052,7.53E-06,0,353.317,365.038
4.60345,347.241,1,899.041,515.052,7.53E-06,0,353.317,365.038
4.60345,350.759,1,899.041,515.052,7.53E-06,0,353.317,365.038
4.60345,354.276,1,899.041,515.052,7.53E-06,0,353.317,365.038
4.60345,357.793,1,899.041,515.052,7.53E-06,0,353.317,365.038
4.60345,361.31,1,899.041,515.052,7.53E-06,0,353.317,365.038
4.60345,364.828,1,899.041,515.052,7.53E-06,0,353.317,365.038
4.60345,368.345,1,899.041,515.052,7.53E-06,0,353.317,365.038
4.60345,371.862,1,899.041,515.052,7.53E-06,0,353.317,365.038
4.60345,375.379,1,899.041,515.052,7.53E-06,0.174676,353.317,365.038
4.60345,378.897,1,899.041,515.052,7.53E-06,0.324689,353.317,365.038
4.60345,382.414,1,899.041,515.052,7.53E-06,0.463553,353.317,365.038
4.60345,385.931,1,899.041,515.052,7.53E-06,0.604735,353.317,365.038
4.60345,389.448,1,899.041,515.052,7.53E-06,0.762021,353.317,365.038
4.60345,392.966,1,924.647,569.336,0.0130526,0.954088,353.317,362.915
4.60345,396.483,1,924.647,546.032,0.012988,1,353.317,363.319
4.60345,400,1,924.647,540.666,0.0129784,1,353.317,363.417
4.75862,298,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,301.517,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,305.034,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,308.552,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,312.069,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,315.586,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,319.103,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,322.621,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,326.138,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,329.655,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,333.172,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,336.69,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,340.207,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,343.724,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,347.241,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,350.759,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,354.276,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,357.793,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,361.31,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,364.828,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,368.345,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,371.862,1,924.647,540.666,0.0129784,0,353.317,363.417
4.75862,375.379,1,924.647,540.666,0.0129784,0.174676,353.317,363.417
4.75862,378.897,1,924.647,540.666,0.0129784,0.324689,353.317,363.417
4.75862,382.414,1,924.647,540.666,0.0129784,0.463553,353.317,363.417
4.75862,385.931,1,924.647,540.666,0.0129784,0.604735,353.317,363.417
4.75862,389.448,1,924.647,540.666,0.0129784,0.762021,353.317,363.417
4.75862,392.966,1,924.647,540.666,0.0129784,0.954088,353.317,363.417
4.75862,396.483,1,924.647,540.666,0.0129784,1,353.317,363.417
4.75862,400,1,924.647,540.666,0.0129784,1,353.317,363.417
4.91379,298,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,301.517,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,305.034,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,308.552,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,312.069,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,315.586,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,319.103,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,322.621,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,326.138,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,329.655,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,333.172,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,336.69,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,340.207,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,343.724,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,347.241,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,350.759,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,354.276,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,357.793,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,361.31,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,364.828,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,368.345,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,371.862,1,924.647,540.666,0.0129784,0,353.317,363.417
4.91379,375.379,1,924.647,540.666,0.0129784,0.174676,353.317,363.417
4.91379,378.897,1,924.647,540.666,0.0129784,0.324689,353.317,363.417
4.91379,382.414,1,924.647,540.666,0.0129784,0.463553,353.317,363.417
4.91379,385.931,1,924.647,540.666,0.0129784,0.604735,353.317,363.417
4.91379,389.448,1,924.647,540.666,0.0129784,0.762021,353.317,363.417
4.91379,392.966,1,924.647,540.666,0.0129784,0.954088,353.317,363.417
4.91379,396.483,1,924.647,540.666,0.0129784,1,353.317,363.417
4.91379,400,1,924.647,540.666,0.0129784,1,353.317,363.417
5.06897,298,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,301.517,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,305.034,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,308.552,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,312.069,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,315.586,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,319.103,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,322.621,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,326.138,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,329.655,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,333.172,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,336.69,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,340.207,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,343.724,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,347.241,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,350.759,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,354.276,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,357.793,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,361.31,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,364.828,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,368.345,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,371.862,1,924.647,540.666,0.0129784,0,353.317,363.417
5.06897,375.379,1,924.647,540.666,0.0129784,0.174676,353.317,363.417
5.06897,378.897,1,924.647,540.666,0.0129784,0.324689,353.317,363.417
5.06897,382.414,1,924.647,540.666,0.0129784,0.463553,353.317,363.417
5.06897,385.931,1,924.647,540.666,0.0129784,0.604735,353.317,363.417
5.06897,389.448,1,924.647,540.666,0.0129784,0.762021,353.317,363.417
5.06897,392.966,1,924.647,540.666,0.0129784,0.954088,353.317,363.417
5.06897,396.483,1,924.647,540.666,0.0129784,1,353.317,363.417
5.06897,400,1,924.647,540.666,0.0129784,1,353.317,363.417
5.22414,298,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,301.517,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,305.034,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,308.552,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,312.069,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,315.586,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,319.103,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,322.621,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,326.138,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,329.655,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,333.172,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,336.69,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,340.207,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,343.724,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,347.241,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,350.759,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,354.276,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,357.793,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,361.31,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,364.828,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,368.345,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,371.862,1,924.647,540.666,0.0129784,0,353.317,363.417
5.22414,375.379,1,924.647,540.666,0.0129784,0.174676,353.317,363.417
5.22414,378.897,1,924.647,540.666,0.0129784,0.324689,353.317,363.417
5.22414,382.414,1,924.647,540.666,0.0129784,0.463553,353.317,363.417
5.22414,385.931,1,924.647,540.666,0.0129784,0.604735,353.317,363.417
5.22414,389.448,1,924.647,540.666,0.0129784,0.762021,353.317,363.417
5.22414,392.966,1,924.647,540.666,0.0129784,0.954088,353.317,363.417
5.22414,396.483,1,924.647,540.666,3.30E-08,1,353.317,411.474
5.22414,400,1,924.647,540.666,3.29E-08,1,353.319,411.48
5.37931,298,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,301.517,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,305.034,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,308.552,1,924.647,540.666,3.29E-08,0,353.319,411.48
