(Input Var1)Condenser_Specification_Value,(Input Var2)Temperature (K),(Output Var1)Distillate - Molar Fraction (Liquid 1) / Benzene (),(Output Var2)QC - Energy Flow (kW),(Output Var3)QR - Energy Flow (kW),(Output Var4)Bottoms - Molar Fraction (Liquid 1) / Benzene (),(Input Var3)Feed - Molar Fraction (Vapor) (),(Input Var4)Stage_Temperature_1 (K),(Input Var5) Stage_Temperature_20 (K)
5.37931,312.069,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,315.586,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,319.103,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,322.621,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,326.138,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,329.655,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,333.172,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,336.69,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,340.207,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,343.724,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,347.241,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,350.759,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,354.276,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,357.793,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,361.31,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,364.828,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,368.345,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,371.862,1,924.647,540.666,3.29E-08,0,353.319,411.48
5.37931,375.379,1,924.647,540.666,3.29E-08,0.174676,353.319,411.48
5.37931,378.897,1,924.647,540.666,3.29E-08,0.324689,353.319,411.48
5.37931,382.414,1,924.647,540.666,3.29E-08,0.463553,353.319,411.48
5.37931,385.931,1,924.647,540.666,3.29E-08,0.604735,353.319,411.48
5.37931,389.448,1,924.647,540.666,3.29E-08,0.762021,353.319,411.48
5.37931,392.966,1,924.647,540.666,2.64E-08,0.954088,353.318,411.495
5.37931,396.483,1,924.647,540.666,2.64E-08,1,353.318,411.495
5.37931,400,1,924.647,540.666,2.64E-08,1,353.318,411.495
5.53448,298,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,301.517,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,305.034,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,308.552,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,312.069,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,315.586,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,319.103,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,322.621,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,326.138,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,329.655,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,333.172,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,336.69,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,340.207,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,343.724,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,347.241,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,350.759,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,354.276,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,357.793,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,361.31,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,364.828,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,368.345,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,371.862,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.53448,375.379,1,924.647,540.666,2.64E-08,0.174676,353.318,411.495
5.53448,378.897,1,924.647,540.666,2.64E-08,0.324689,353.318,411.495
5.53448,382.414,1,924.647,540.666,2.64E-08,0.463553,353.318,411.495
5.53448,385.931,1,924.647,540.666,2.64E-08,0.604735,353.318,411.495
5.53448,389.448,1,924.647,540.666,2.64E-08,0.762021,353.318,411.495
5.53448,392.966,1,924.647,540.666,2.64E-08,0.954088,353.318,411.495
5.53448,396.483,1,924.647,540.666,2.64E-08,1,353.318,411.495
5.53448,400,1,924.647,540.666,2.64E-08,1,353.318,411.495
5.68966,298,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,301.517,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,305.034,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,308.552,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,312.069,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,315.586,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,319.103,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,322.621,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,326.138,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,329.655,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,333.172,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,336.69,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,340.207,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,343.724,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,347.241,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,350.759,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,354.276,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,357.793,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,361.31,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,364.828,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,368.345,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,371.862,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.68966,375.379,1,924.647,540.666,2.64E-08,0.174676,353.318,411.495
5.68966,378.897,1,924.647,540.666,2.64E-08,0.324689,353.318,411.495
5.68966,382.414,1,924.647,540.666,2.64E-08,0.463553,353.318,411.495
5.68966,385.931,1,924.647,540.666,2.64E-08,0.604735,353.318,411.495
5.68966,389.448,1,924.647,540.666,2.64E-08,0.762021,353.318,411.495
5.68966,392.966,1,924.647,540.666,2.64E-08,0.954088,353.318,411.495
5.68966,396.483,1,924.647,540.666,2.64E-08,1,353.318,411.495
5.68966,400,1,924.647,540.666,2.64E-08,1,353.318,411.495
5.84483,298,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,301.517,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,305.034,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,308.552,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,312.069,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,315.586,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,319.103,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,322.621,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,326.138,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,329.655,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,333.172,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,336.69,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,340.207,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,343.724,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,347.241,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,350.759,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,354.276,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,357.793,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,361.31,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,364.828,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,368.345,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,371.862,1,924.647,540.666,2.64E-08,0,353.318,411.495
5.84483,375.379,1,924.647,540.666,2.64E-08,0.174676,353.318,411.495
5.84483,378.897,1,924.647,540.666,2.64E-08,0.324689,353.318,411.495
5.84483,382.414,1,924.647,540.666,2.64E-08,0.463553,353.318,411.495
5.84483,385.931,1,924.647,540.666,2.64E-08,0.604735,353.318,411.495
5.84483,389.448,1,924.647,540.666,2.64E-08,0.762021,353.318,411.495
5.84483,392.966,1,924.647,540.666,2.64E-08,0.954088,353.318,411.495
5.84483,396.483,1,924.647,540.666,2.64E-08,1,353.318,411.495
5.84483,400,1,924.647,540.666,2.64E-08,1,353.318,411.495
6,298,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,301.517,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,305.034,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,308.552,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,312.069,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,315.586,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,319.103,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,322.621,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,326.138,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,329.655,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,333.172,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,336.69,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,340.207,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,343.724,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,347.241,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,350.759,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,354.276,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,357.793,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,361.31,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,364.828,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,368.345,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,371.862,1,924.647,540.666,2.64E-08,0,353.318,411.495
6,375.379,1,924.647,540.666,2.64E-08,0.174676,353.318,411.495
6,378.897,1,924.647,540.666,2.64E-08,0.324689,353.318,411.495
6,382.414,1,924.647,540.666,2.64E-08,0.463553,353.318,411.495
6,385.931,1,924.647,540.666,2.64E-08,0.604735,353.318,411.495
6,389.448,1,924.647,540.666,1.91E-06,0.762021,353.317,387.614
6,392.966,1,924.647,540.666,1.91E-06,0.954088,353.317,387.614
6,396.483,1,924.647,540.666,1.91E-06,1,353.317,387.614
6,400,1,924.647,540.666,1.91E-06,1,353.317,387.614
